label,ulasan
0,"Saya tidak benar-benar memiliki masalah besar dengan aplikasi ini sejak saya memilikinya dan saya telah menggunakannya selama lebih dari 5 tahun. Tapi milik saya baru saja diperbarui (tidak yakin apakah itu hanya diperbarui di Android) dan flash depan benar-benar berubah menjadi lebih buruk. Perlu kembali ke flash asli, layar bahkan tidak berkedip... Ulasan Lengkap"
0,"Saya melihat beberapa masalah dengan panggilan pribadi di mana seringkali tidak terhubung (berdering) ke yang lain, bahkan koneksi internet kedua belah pihak baik-baik saja, dan beberapa kesempatan tidak terhubung ketika ponsel terkunci dan harus membuka aplikasi   secara manual sehingga panggilan dapat terhubung (re:ringing). juga saat ... Ulasan Lengkap"
1,"Bagi saya,   adalah yang terbaik dari semua platform media sosial. Hanya beberapa komentar saya akan memiliki. Yang pertama adalah, tentang notifikasi di bilah notifikasi. Bahkan setelah Anda menghapusnya dari bilah, itu akan muncul kembali di sana untuk pemberitahuan yang sama. Saya telah mengalami masalah ini untuk sementara waktu. Se... Ulasan Lengkap"
0,"Pesan suara diputar secara otomatis dalam grup. Bahkan ketika saya mencoba mengirim pesan suara baru, aplikasi tidak menghentikan pesan sebelumnya dan mengintegrasikannya ke dalam pesan suara saya. Masalah ini sangat buruk dan merepotkan. Harap selesaikan masalah ini. .Untuk menjadi jelas. Saya memutar pesan suara di gr... Ulasan Lengkap"
1,  adalah salah satu aplikasi perpesanan favorit saya. Muncul dengan begitu banyak fitur khusus yang tidak tersedia di aplikasi perpesanan lainnya. Ini adalah aplikasi yang bagus. Tapi saya berharap itu mendukung fitur gelembung obrolan. Maka akan lebih nyaman bagiku. Saya bisa menggunakan   saat bermain game atau menonton video dengan... Ulasan Lengkap
0,"Saya telah menghadapi masalah bug baru-baru ini. File yang saya unduh dari   langsung terhapus. Mereka dihapus dari penyimpanan internal dan saya akhirnya membuang-buang data internet saya. Tolong perbaiki secepat mungkin. Secara keseluruhan, ini adalah aplikasi yang luar biasa. Saya akan memberikan 5 bintang setelah bug ini teratasi.... Ulasan Lengkap"
1,Saya suka  . Saya hanya menggunakan aplikasi ini untuk semua komunikasi pribadi saya. Saya ingin memiliki komunikasi bisnis di dalamnya juga tetapi semua orang tidak memiliki aplikasi ini (mereka cenderung menggunakan yang lebih terkenal) Saya suka paket stiker di dalamnya. Itu membuat mengobrol jauh lebih menarik. Dan saya suka itu se... Ulasan Lengkap
0,"Begitu banyak bug ..... - Saat Anda mengirim video, itu menampilkan ikon kecil kecil, sulit untuk membedakan apa yang ada di video. Sementara   menampilkan preview ukuran penuh. - Terkadang tidak ada gambar pratinjau sama sekali. - Beberapa gambar yang diposting berukuran kecil dan tidak dapat diperbesar. Tetapi jika Anda menyimpannya dan mengganti namanya, maka... Ulasan Lengkap"
1,"  adalah alat komunikasi utama saya, pesannya cepat, andal, desainnya indah, grupnya luar biasa. Aplikasi ini benar-benar menonjol dengan itu saja di antara yang lain. TETAPI!!! Apa penentu utama dan pengubah permainan - stiker.  , tangan ke bawah, memiliki stiker gerak terbaik yang saya... Ulasan Lengkap"
0,"Halo, saya berharap Anda dapat mengoptimalkan video untuk streaming di aplikasi ini, jadi kami tidak akan terbebani dengan menontonnya secara online. Sangat tidak nyaman dan menjengkelkan untuk menonton video sambil mengunduh secara bersamaan. Silakan buat opsi untuk berhenti mengunduh video sambil menonton tanpa ... Ulasan Lengkap"
0,"Mengapa semua file yang saya unduh tiba-tiba tidak muncul di folder   saya sebelumnya dan malah dikirim ke folder cache di folder Android? Selain itu, mereka semua bercampur, foto, dokumen, video. Lebih baik sebelumnya ketika file diurutkan dan Anda dapat dengan mudah menemukan ... Ulasan Lengkap"
0,"SARAN UNTUK DEVS 1. Saya akan senang jika saya memiliki kemampuan untuk menerima jenis pesan tertentu dari semua atau dari orang-orang tertentu untuk memiliki pengalaman yang lebih terfokus, seperti hanya menerima pesan teks dan bukan media. 2. Memiliki kemampuan untuk membuat bagian/topik untuk berbagai... Ulasan Lengkap"
0,"Aplikasi ini akan sangat bagus, tetapi untuk masalah koneksi yang konstan. Bahkan ketika aplikasi lain terhubung dengan baik,   tanpa henti mengatakan ""menghubungkan."" Pesan terkadang tidak terkirim selama berjam-jam. Seringkali, pemberitahuan akan muncul, tetapi ketika aplikasi benar-benar dibuka, pesan tidak muncul. Serio... Ulasan Lengkap"
1,"Aplikasi yang sangat praktis dan nyaman dengan banyak fungsi luar biasa! Pesan dikirim secara instan, kemampuan untuk mengedit warna latar belakang dan memasang gambar apa pun lebih individualitas, tidak ada kelambatan. Terima kasih atas semua pekerjaan dan upaya Anda! Ini sangat berharga! Namun demikian, dapatkah Anda mempertimbangkan beberapa... Ulasan Lengkap"
0,"Seperti yang telah disebutkan banyak orang, banyak pembaruan dalam beberapa bulan terakhir sebenarnya memperburuk pengalaman menggunakan aplikasi. Bug kecil menjadi sering terjadi di aplikasi yang dulunya stabil dan ringkas. Mencoba meniru fitur dari aplikasi lain tampaknya merupakan kesalahan ketika yang membedakan Anda adalah ... Ulasan Lengkap"
0,"Seseorang di tim harus melihat mengapa catatan suara berhenti saat perekaman sedang dalam proses. Ini menjengkelkan. Itu belum terjadi sampai saya memperbaruinya ke versi pada saat menulis ulasan ini. Saya pikir itu adalah tangan saya yang menekan sesuatu secara tidak sengaja, tetapi tidak. Itu terjadi ketika saya bahkan tidak ... Ulasan Lengkap"
1,"  adalah aplikasi perpesanan utama saya. saya suka fitur yang ditawarkannya. Saya melihat beberapa bug. 1. ketika saya membagi layar pada tab s8 plus saya, daftar paket stiker tidak akan muncul di obrolan. 2. saat mengetik menggunakan keyboard fisik, saya tidak dapat menggerakkan kursor menggunakan tombol panah. tolong perbaiki bug ini."
0,"Aplikasi bagus untuk melihat konten tapi... satu ""fitur"" yang sangat menjengkelkan adalah cara aplikasi memindahkan saluran di umpan. Saya akan MENYUKAINYA jika aplikasi memungkinkan Anda memesan saluran dan berhenti memindahkannya, atau setidaknya memberi kami opsi untuk tidak melakukannya. Saya akan memberikannya bintang 5, tapi itu sangat ... Ulasan Lengkap"
1,Ini adalah platform sosial yang luar biasa. Menggunakan   sangat membantu saya. Animasi dapat di  kan dengan iphone. Animasinya luar biasa. Tapi masalah yang saya hadapi di   adalah tidak berjalan di latar belakang. Yang terkadang sangat menjengkelkan. Untuk mengunduh file besar saya harus... Tinjauan Lengkap
1,"Saya suka aplikasi ini, tetapi saya mengalami masalah! Beberapa pesan baik yang dikirim sendiri maupun yang diterima mulai menghilang secara acak, terutama postingan yang saya buat di saluran saya. Yang terakhir yang hadir adalah dari tanggal 27 April, sementara saya telah memposting hampir setiap hari di sana. Orang lain c... Ulasan Lengkap"
0,"Saya pikir, untuk grup video dan audio call tidak bisa. Setelah beberapa hari mengetahui bahwa ada fitur panggilan video dan audio grup tetapi ""agak tersembunyi."" Anda hanya akan melihat opsi untuk panggilan grup ""Mulai Obrolan Video"" setelah Anda mengklik profil grup. Saya pikir ini adalah desain ANTARMUKA PENGGUNA BURUK ... Ulasan Lengkap"
1,"Sejauh ini mudah digunakan dan saya menyukai sentuhan-sentuhan kecil animasi yang telah mereka masukkan ke dalam semua fungsi. Misalnya ada banyak sekali stiker dari semua bidang budaya pop dan mereka dianimasikan. Bahkan ketika Anda menyukai sebuah posting, Anda melihat sedikit animasi dan orang lain dapat melihatnya ... Ulasan Lengkap"
1,"Aplikasi yang bagus! Jadi lebih baik! Harap tingkatkan dukungan untuk S-Pen saat mengedit foto sebelum mengirim. Saya menemukan input pena tidak terdaftar dengan baik dan tidak mulus sama sekali. Juga, kami sepertinya tidak dapat menghubungkan panggilan video di sini di UEA dengan sesama penduduk UEA. Kami mencoba beberapa kali tetapi panggilan video gagal... Ulasan Lengkap"
0,"Bagian ""Unduhan"" baru dari sistem pencarian luar biasa. Saat Anda memutar video, itu membutuhkan pemutar eksternal. Bisakah itu dimodifikasi sehingga ""Baru-baru ini diturunkan"" dapat diperlakukan sebagai galeri itu sendiri sehingga video diputar dalam aplikasi dan Anda dapat menggesek antara video yang baru diunduh dan... Ulasan Lengkap"
0,"Setelah pembaruan terakhir, panggilan video saya terus terhubung kembali setiap beberapa menit, pihak lain tidak dapat melihat saya. Saya mencoba mencopot dan menginstal ulang aplikasi, mematikan dan pada izin kamera, tidak ada yang berhasil. Oh, dan ketika saya mencoba mengubah tema, itu terus kembali ke default. Saya beralih... Ulasan Lengkap"
0,"Aplikasi   saya bermasalah; Saya akan melihat pemberitahuan pesan baru, tetapi ketika saya mengetuknya dan terbuka, saya hanya akan melihat pesan lama. Juga, grup yang saya ikuti; terkadang saya akan melihat 1.000+ pesan yang belum dibaca, tetapi ketika saya membuka grup, setelah menggulir melewati 3-5 pesan, tidak ada lagi pesan yang muncul. I tho... Ulasan Lengkap"
1,"Bagus sekali. Selalu bekerja. Ketika teks tidak masuk, saya dan saudara perempuan saya terhubung melalui  . Ini juga merupakan cara yang sangat nyaman untuk mendapatkan file dari ponsel saya ke komputer saya dan sebaliknya, saya hanya mengirimnya ke diri saya sendiri. Stikernya luar biasa dan mudah untuk menambahkan stiker Anda sendiri, yang membuat saya senang. The cu... Ulasan Lengkap"
1,"Ini sangat bagus, hal terbaiknya adalah kita tidak perlu membagikan nomor telepon kita. seperti  , juga begitu banyak saluran, grup obrolan, bot, dan banyak fitur berguna yang luar biasa. Saya hanya punya satu permintaan jika Anda bisa melakukannya plzz ketika kami merekam pesan suara kami harus ada ... Ulasan Lengkap"
1,"Aplikasi perpesanan aman yang fantastis. UI yang sangat efektif memudahkan untuk menyortir pesan, mengedit atau menghapus teks, menyematkan atau menjadwalkan pesan, dan tentu saja bagian terpenting - MEREKA MEMILIKI STIKER TERBAIK YANG PERNAH. Seperti kebanyakan orang, saya terjebak menggunakan portofolio aplikasi perpesanan untuk teman-teman yang ""hanya""... Ulasan Lengkap"
0,"Setelah pembaruan terakhir, saya menghadapi masalah besar. Film yang diunduh tidak akan muncul di file explorer di folder mana pun dan saya tidak dapat memutar video. Itu bahkan tidak menanyakan pemain mana yang akan saya gunakan. Setelah saya menutup   dan membukanya kembali, ia meminta saya untuk mengunduh file itu lagi. Telah menyia-nyiakan lebih dari 5GB sejauh ini .... Ulasan Lengkap"
1,"Sangat mudah digunakan, ia memiliki semua utilitas aplikasi perpesanan umum. Ini memiliki kustomisasi hebat yang saya suka. Ini memungkinkan Anda untuk memindahkan riwayat obrolan Anda dari aplikasi lain sehingga Anda tidak akan kehilangan semua nilai sentimental dari percakapan panjang yang Anda lakukan di tempat lain. Ini juga memiliki opsi untuk menyimpan obrolan dan gambar Anda ... Ulasan Lengkap"
1,"Halo Terima kasih atas aplikasi Anda yang luar biasa. Karena Anda bekerja keras setiap saat untuk membuat pembaruan yang lebih baik, saya juga ingin menyarankan sesuatu. Untuk foto profil, aplikasi ini memiliki dua opsi sebagai: 'semua orang' dan 'Kontak saya' jadi jika kami memilih salah satu dari ini, kami menetapkan fakta bahwa siapa yang dapat melihat pfp kami, saya pribadi menemukan... Ulasan Lengkap"
1,"Banyak fitur yang saya inginkan & tidak saya temukan di IM lain ditambah banyak lagi yang belum saya pikirkan, tetapi Antarmuka Pengguna tetap bersih & sederhana.   hidup! ?? Dan Tg memiliki keamanan terbaik yang dapat saya temukan. ketika aplikasi lain memiliki kerentanan keamanan, saya tidak menemukan bahwa   menderita karenanya. Tg adalah ... Ulasan Lengkap"
0,"Panggilan suara, panggilan video, dan audio streaming langsung menjadi sangat redup, Anda hampir tidak dapat mendengar dengan siapa Anda sedang menelepon. Kami terpaksa tidak lagi menggunakan aplikasi ini untuk menelepon. Tidak ada pilihan untuk tetap merekam menggunakan kamera   kecuali untuk pesan video, jadi Anda tidak dapat melakukan hands free yang sangat ... Full Review"
0,"Di  kan dengan  , Anda hebat! Namun, ada beberapa masalah, seperti menggeser ke atas untuk melanjutkan ke saluran berikutnya: ketika saya menggeser dan menahan, saya dapat melihat nama dan ikon saluran yang disadap (dibutuhkan ikon dari satu saluran, nama dari saluran kedua). Juga, Anda harus menambahkan kemampuan untuk melihat ... Ulasan Lengkap"
0,"Saya tidak tahu apa yang terjadi tetapi selama beberapa minggu terakhir saya mengalami beberapa hal aneh/mengganggu. Gif yang dibagikan dalam grup tempat saya tidak diputar, diperbesar, atau bagian atas dan bawah terpotong ketika saya mengekliknya untuk menampilkannya secara penuh. Dan kemudian, saya juga punya gif yang... Ulasan Lengkap"
1,"Aplikasi terbaik Tetapi jika kami mengirim lebih banyak foto, agak merepotkan untuk menggulir melewati semua itu dan mencari sesuatu di obrolan. Jika ada opsi seperti '+3' (jumlah gambar) yang mirip dengan aplikasi lain itu akan bagus.. Dan mengetahui di mana gambar atau file disimpan agak terlalu sulit... Full Review"
0,"Tidak seperti   pesaing, Anda tidak dapat menonaktifkan indikator pengetikan, tanda terima baca, atau info terakhir terlihat. Yang miskin, dan tidak membaik. Anda dapat menggunakan nama pengguna selain nomor telepon Anda, lho. Yang sangat bagus. Ada juga pilihan antara penyimpanan cloud atau E2EE penuh tergantung pada kasus penggunaan instan... Ulasan Lengkap"
1,"Ini aplikasi yang bagus. Tetapi ketika saya menghapus seseorang dari buku alamat saya mengapa masih muncul di  . Saya tidak ingin pergi ke pengaturan selalu hapus kontak yang disinkronkan dan sinkronkan lagi Sunting: setelah dihapus dari bilah notifikasi, pesan yang sama muncul lagi. Saya tidak ingin membuka pesan dan ingin menghapus dari notifikasi... Ulasan Lengkap"
1,"Sejauh ini saya pikir aplikasinya baik-baik saja terlepas dari kenyataan bahwa aplikasi itu seperti basis untuk scammers dan ada fitur yang terus menunjukkan daftar kontak saya dan menghabiskan setengah layar dan tidak dapat dimatikan yang sangat mengganggu .. karena jika saya ingin menambahkan orang di kontak saya, saya cukup mengetuk... Ulasan Lengkap"
1,Aplikasi ini sangat bagus dan membantu tetapi tidak ada opsi untuk menyembunyikan panggilan (tidak mengakhirinya) dari layar samping kami saat dalam mode pip. Saya biasanya harus sering menyembunyikan panggilan tetapi tidak ada fungsi seperti ini sama sekali ... Panggilan tidak muncul di bilah notifikasi ig ... Semua baik-baik saja tetapi saya tidak ... Ulasan Lengkap
0,"Setelah pembaruan Android/Samsung UI 4 terbaru,   mogok sepanjang waktu. Saya tidak ingin memberikan ulasan yang buruk, tetapi sebulan telah berlalu, dan masih belum ada perbaikan, yang sangat tidak bertanggung jawab. Jika masalahnya ada pada iklan, nonaktifkan hingga Anda menyelesaikannya. Saat Anda mematikan data seluler dan. aplikasi wifi akan ... Ulasan Lengkap"
1,"Membawa Anda ke mana-mana saat membaca utas panjang - saat Anda mengetuk gambar untuk melihat lebih dekat dan kemudian kembali, Anda akan dibawa ke pesan terbaru. Juga, saya tidak melihat alasan mengapa Anda harus menyembunyikan pesan dalam utas panjang yang belum dibaca, lalu secara acak menampilkan bagian-bagian pesan di grup cha... Ulasan Lengkap"
1,Aplikasi perpesanan yang sangat nyaman dan juga untuk berbagi file. Satu-satunya masalah saya dengan aplikasi (dan saya tidak begitu yakin apakah ini masalah dengan  ) adalah bahwa ponsel saya (dan ibu saya) tidak membuat peringatan suara setiap kali ada pesan masuk. Akan ada pemberitahuan di bilah status telepon tetapi tidak ada peringatan ... Ulasan Lengkap
0,"Halo. Saya ingin melaporkan masalah yang saya alami akhir-akhir ini. Pertama, saya ingin menghargai bahwa kita dapat berbicara, mengobrol secara gratis dengan orang-orang dekat kita dan juga memiliki banyak pilihan stiker. Namun, saya mendapat pesan acak dari orang yang tidak saya kenal. Sebaiknya bot mencoba ... Ulasan Lengkap"
1,"Halo  ! Saya memiliki pengalaman yang baik dengan aplikasi. Baru-baru ini mengalami masalah saat mengirim foto yang baru diambil dari kamera.   hang ketika mencoba melakukan itu. Dan satu hal sederhana lagi yang hilang. Itu adalah suara notifikasi khusus untuk kontak tertentu. Banyak aplikasi tidak berharga memiliki opsi ini, aneh... Ulasan Lengkap"
1,"Saya suka ide itu, dan itu telah bekerja dengan cukup baik selama beberapa tahun sekarang. Saya dulu suka itu bekerja dengan sangat baik di komputer (yang SANGAT lebih mudah untuk mengetik daripada keyboard ponsel!). Tapi saya hanya memberikannya 3 bintang karena versi desktopnya tidak begitu bagus lagi. Mereka memperbaruinya se... Ulasan Lengkap"
1,"Aplikasi ini adalah salah satu aplikasi SMS terbaik - namun ada masalah, seperti mungkin seseorang bersumpah atau mengutuk, Anda tidak dapat menghapus pesan untuk SEMUA ORANG sehingga mereka tidak dapat melihatnya, sayang sekali. Masalah kedua adalah, tidak ada saluran di dalam komunitas. Mungkin Anda menyematkan pesan yang diatur, dan Anda membuat... Ulasan Lengkap"
1,"Benar-benar tidak bijaksana bahwa tidak ada cara yang lebih mudah untuk mentransfer data Anda dari ponsel lama ke ponsel baru. Saat Anda mengunduh aplikasi, hal pertama dan satu-satunya yang diminta adalah mendaftar. Mengisi nomor Anda secara otomatis menghapus akun di ponsel Anda sebelumnya. Semua aplikasi lain memiliki opsi untuk... Ulasan Lengkap"
1,"Saya bersenang-senang menggunakan   secara keseluruhan. reaksi, balasan, lokasi di obrolan, penyesuaian latar belakang. semuanya begitu efisien dan mudah. kecuali satu hal, kita membutuhkan gelembung obrolan. alasan mengapa Messenger hanya digunakan adalah karena fitur itu. saya harap Anda bisa membuat ... Ulasan Lengkap"
0,"Ini adalah aplikasi yang bagus tapi sangat menyebalkan. Maksud saya itu hebat tetapi hanya ketika itu berhasil. Saya entah bagaimana mendapatkan pesan tetapi saya tidak dapat mengirim pesan apa pun kembali. Pesan akan memakan waktu terlalu lama untuk dikirim dan bahkan jika saya ingin menghapusnya, itu akan mengatakan bahwa Layanan   tidak berfungsi atau semacamnya. Anda harus memperbaiki ini."
0,Baru-baru ini saya mulai mengalami masalah saat mengirim gambar dari galeri saya. Ini membeku dan tidak mengirim gambar. Seringkali dibutuhkan banyak waktu untuk mengenali gambar dari galeri. Satu-satunya solusi adalah menutup aplikasi dan coba lagi. Perlu beberapa upaya untuk mengirim foto... Ulasan Lengkap
0,"Akhir-akhir ini, semakin sering, ketika saya mengirim seseorang beberapa konten media, setelah beberapa saat saya mendapatkan peringatan titik merah itu tidak dikirim sama sekali..?? Terkadang, butuh beberapa saat agar konten itu terkirim... Server terlalu sibuk,  ???? Tidak pernah memiliki masalah dengan Sinyal,  .. Juga, terkadang tidak dapat menjawab... Ulasan Lengkap"
0,"Hai.. setelah 2 pembaruan,   tidak berfungsi dengan baik. Jika saya membuka aplikasi untuk mengirim pesan, aplikasi akan keluar. Daftar kontak tersembunyi juga tidak muncul. Saya suka menggunakan aplikasi   tetapi sayangnya aplikasi tidak mendukung... Tim back end   juga tidak menanggapi email saya. Ini tidak adil .. harap yo ... Ulasan Lengkap"
0,"Setiap pembaruan memiliki peningkatan di belakang layar untuk membuat   lebih buruk. Mengapa? Dengan setiap pembaruan berikutnya, aplikasi ini menghabiskan lebih banyak memori untuk data, dan Anda tidak dapat melakukan apa pun dengan itu. Masalah kedua - tidak ada suara, ketika seseorang menelepon. Dan yang terpenting, ada pertanyaan besar tentang kami... Full Review"
1,"Saya senang dengan semua hal baru yang Anda tambahkan, tetapi Anda belum memperbaiki dua masalah utama: 1. Saat berada di grup, muat lebih banyak pesan memuatnya di atas yang baru, bukan di bagian bawah yang lama, jadi saya harus menggulir terhadap pesan yang lebih tua. 2. Saat berada di grup dan memuat lebih banyak pesan ditekan, ketika saya membuka media apa pun o... Ulasan Lengkap"
1,"2018 -   sangat bagus. Lingkungan internet memainkan peran besar, sinyal internet yang baik memiliki penerimaan yang baik, sedangkan sinyal internet yang buruk memiliki penerimaan yang buruk. Akan tetap menggunakan  , mungkin untuk waktu yang lama. Mungkin   juga dapat mengedit aplikasi agar berfungsi dengan sangat baik bahkan di lingkungan sinyal yang buruk... Ulasan Lengkap"
0,"Oke. Jadi sudah dua hari sekarang ( sejak 21 april ) sejak   instant crash, dan menolak untuk dibuka. Kecelakaan instan setelah Anda mencoba dan membukanya. Bahkan tidak dapat menggunakan kirim umpan balik Anda ke   (meminta izin Google, lalu memberi tahu saya bahwa saya tidak terhubung ke internet. Benarkah?) Bisakah kita mendapatkan... Ulasan Lengkap"
1,Nomor saya diblokir. Dikatakan karena aktivitas spam. Saya masuk ke perangkat baru tetapi pesan tidak dimigrasikan secara otomatis. Juga kontak tidak sinkron. Saya harus kembali ke perangkat lama saya dan masuk lagi sehingga saya dapat membuat cadangan pesan atau menyalin kontak saya. Tapi saya tidak menerima c... Ulasan Lengkap
1,Saya sangat menyukai aplikasi ini. Namun aplikasi ini tidak memiliki peringatan suara untuk pesan meskipun ada pemberitahuan di telepon (masalah yang sama dengan ulasan yang baru saja saya baca) Sangat merepotkan ketika Anda mengharapkan pesan yang sangat mendesak. Saya menggunakan Huawei Nova 2i.
0,"Akun saya diblokir begitu saya menginstal aplikasi. Tidak berhasil membuat satu panggilan pun, namun saya diberitahu bahwa akun saya diblokir karena aktivitas palsu dan jika ini terjadi lagi, itu akan diblokir selamanya. Tidak adil sama sekali mengingat itu diblokir tanpa saya membuat satu panggilan atau mengirim satu ... Ulasan Lengkap"
1,Saya suka aplikasi ini. Ada banyak poin yang baik tetapi beberapa kekurangan juga. Sulit untuk mengunggah file besar. Dibutuhkan waktu yang sangat lama atau tidak melakukannya sama sekali. Saya memiliki aplikasi obrolan lain di mana tidak ada masalah seperti itu. Ada lebih banyak privasi hm dengan  . Nomor telepon Anda tidak diungkapkan ke... Ulasan Lengkap
0,"Harap perbaiki panggilan audio. Terkadang ketika saya dan teman saya sedang berbicara sambil memutar audio akan berhenti bekerja dan kami tidak dapat mendengar satu sama lain, kami menyelesaikannya dengan kembali ke aplikasi   dan permainan kami akan terganggu, yang agak merepotkan bagi kami. Saya harap Anda bisa memperbaikinya. Terima kasih."
1,"Apa yang terjadi dengan   yang hebat?! Ini adalah aplikasi yang hebat, bekerja seperti pesona, tanpa gangguan, tetapi versi ini (14.1.0.16) adalah mimpi buruk. Pesan datang dengan penundaan, gambar dan video tidak dapat diunduh... Saya harap Anda segera melakukan peningkatan dan menyelesaikan masalah ini."
0,"Saya benar-benar tidak mengerti, mengapa saya tidak pernah tahu tentang pesan baru sampai saya membuka aplikasi. Saya telah mengizinkan pemberitahuan, saya mengatur suara dan cahaya dan muncul - semuanya, masih tidak berfungsi. Jika saya ingin memeriksa pesan saya selalu harus membuka aplikasi. Saya tidak pernah tahu kapan seseorang menulis saya. Ada saran?"
0,"Karena aplikasi ini terus-menerus membutuhkan lebih banyak penyimpanan, saya kira ponsel 64Gb tidak akan dapat menggunakannya dalam waktu dekat. Menambahkan hal-hal yang saya jamin 99% orang tidak menggunakannya, tidak hanya mengambil penyimpanan, aplikasi menjadi lebih dan lebih tidak responsif, tidak dapat diandalkan, itu tertinggal dan hancur sepanjang waktu. Itu kehilangan pu... Ulasan Lengkap"
0,"Ketika saya mencoba membuka akun saya di ponsel yang baru saya beli, saya tidak dapat mengaksesnya meskipun mendapatkan kode beberapa kali tetapi tidak berhasil. Dengan bantuan perwakilan panggilan, saya harus mencopot pemasangan aplikasi untuk memulai dari awal. Hasilnya luar biasa: Saya berhasil terhubung ke akun pribadi saya... Ulasan Lengkap"
0,"Aplikasi tidak berfungsi. Selama beberapa hari terakhir setiap kali saya meluncurkan aplikasi, ponsel saya mati. Ini berfungsi dengan baik tanpa  , jadi saya kira ada sesuatu di pembaruan terbaru yang salah"
0,"Akan menyenangkan untuk membalas komentar tanpa diseret ke bawah pada dasarnya kehilangan tempat komentar yang terakhir dibaca di dalam utas. Saya membuat balasan, saya tidak perlu melihat apa yang baru saja saya tulis lalu skim kembali. Saya tahu saya dapat mengklik gelembung balasan saya untuk kembali lalu mengklik... Ulasan Lengkap"
0,"Bagian ""eksplorasi"" baru ini SANGAT menjengkelkan dan bodoh. Memiliki titik notifikasi merah terus-menerus di sana SANGAT menjengkelkan. Ini adalah aplikasi perpesanan, bukan aplikasi media sosial. Sama sekali tidak perlu ada bagian ""jelajahi"", mengapa Anda memperkenalkannya?! Selain itu, aplikasinya bagus, dan saya akan... Ulasan Lengkap"
1,"Telah menggunakan aplikasi ini sejak pertama kali dirilis. Suka fitur pesan menghilang dan stiker lucu (banyak sekali yang gratis). Saya suka bagaimana   terus meningkatkan aplikasi dan menambahkan fungsi. Namun, versi desktop (PC) perlu bekerja. Saya terus mengalami masalah saat masuk meskipun saya telah memverifikasi m... Ulasan Lengkap"
0,"Ada lebih banyak bug dan gangguan dalam program apa pun yang saya temui sejauh ini ... MUNGKIN berguna, dan konsep dasarnya bagus, tetapi implementasinya tidak merata ... Kemudian, jika Anda menyelesaikan sinkronisasi klien antara perangkat yang berbeda biasanya, mungkin dunia tidak akan mengingatnya seperti seorang gizzer...... Full Review"
1,Cara sederhana untuk berkomunikasi dengan teman-teman Anda. 26.4.22 Saya suka aplikasi ini dan sering menggunakannya tetapi sesuatu yang aneh terjadi kemarin. Saya baru saja mengirim SMS ke seseorang dan   mengunggah sekitar 50 gambar acak dari album foto saya tanpa izin saya!! . Saya tidak ingin mengirim foto apa pun. Saya baru saja mengirim... Ulasan Lengkap
1,"Aplikasinya sendiri cukup bagus. Saya menikmati menggunakannya. Satu hal yang saya sangat tidak suka adalah bahwa ia menggunakan jumlah data yang ekstrim yang memakan banyak memori pada ponsel. Saya memiliki aplikasi ini di Android dan iPhone dan ketika saya harus memberi ruang di memori, aplikasi ini berada di urutan pertama dengan sebagian besar... Ulasan Lengkap"
1,"Saya hanya menggunakan   dengan kontak yang tidak memiliki  . Info ""Terakhir terlihat"" kontak sering salah, yang tidak membantu dan membingungkan. (Misalnya, seorang teman mengirimi saya SMS 10 menit yang lalu - tetapi menurut  , dia tidak online selama seminggu.) Pesan, stiker, dan email yang tidak diminta = mengganggu. When I'... Ulasan Lengkap"
0,Akses Internet rusak. Tidak bekerja dengan koneksi Bluetooth! Perangkat lunak yang benar-benar rusak pada tahun 2021. Pencurian buku alamat akun Google dan simpan ke Google drive jadi tidak seperti Skype yang dapat memiliki buku alamat bersama yang independen. Versi ini juga tidak bisa mendapatkan otentikasi SMS atau panggilan telepon. T... Ulasan Lengkap
1,"Tidak, itu bukan masalahnya. Pencadangan pada perangkat asli berfungsi dengan baik... Saat ini mengambil 4GB di google drive saya (jadi pasti lebih baik bekerja). Tidak ada kesalahan yang dilaporkan... Saat memulihkan pada perangkat baru ada kesalahan Perlu bantuan perangkat bergerak. Proses pemulihan cadangan kehilangan foto dan video ...
Ulasan Lengkap"
0,"Silakan tambahkan fitur Terkadang Anda perlu mendukung orang tua untuk melakukan sesuatu menggunakan . Anda dapat menerapkan mode bantuan. Beberapa pihak dapat menekan tombol untuk meminta bantuan. Pihak lain menerima permintaan ini. Setelah itu sisi pembantu membuka aliran video dan dapat mengontrol opsi sisi lain seperti mengubah cam depan / belakang ...
Ulasan Lengkap
"
0,"Saya uninstall aplikasi ini beberapa bulan yang lalu kemudian ketika saya menginstalnya lagi, riwayat obrolan saya hilang. Bahkan media dan file. Saya tidak mengharapkan ini terjadi tetapi saya berharap pesan, media, dan file dapat dipulihkan. Aku butuh mereka untuk kembali, tolong."
0,"Setelah pembaruan terbaru, tidak ada suara di peringatan saya meskipun saya sudah mengatur pengaturan saya sebelumnya. Saya menggunakan ponsel android Samsung S21+. Harus memeriksa aplikasi   secara manual untuk melihat apakah saya memiliki pesan baru, terkadang saya menunggu pesan penting saat sibuk bekerja dan sekarang tidak lagi nyaman... Full Review"
1,"Jika ada opsi untuk memberikan -5 bintang, saya akan melakukannya. Sejak kemarin layanan tidak berfungsi. Dikatakan ""Menghubungkan kembali"" sepanjang hari! Ini bukan pertama kalinya. Saya menggunakan Galaxy A51, versi Android terbaru untuk ponsel ini dan versi   terbaru. Semua aplikasi lain berfungsi normal seperti   di ponsel lain... Ulasan Lengkap"
